################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.6864155985405571E-01 a       272     0    12     1     8
 -1.2014883994536109E-01 a       273     0    12     1     9
  6.7627639801654330E-02 a       274     0    12     1    10
 -2.5195747022940479E-01 a       275     0    12     1    11
 -2.1843160841874435E-02 a       276     0    12     1    12
 -5.8597175469843943E-02 a       277     0    12     1    13
 -6.5466058724428206E-02 a       278     0    12     1    14
  1.8189836891744027E-01 a       279     0    12     1    15
 -6.2537879975190544E-02 a       280     0    12     1    16
 -6.9926988506490012E-02 a       281     0    12     1    17
 -1.0973766487608237E-01 a       282     0    12     1    18
  7.4893023526281272E-02 a       283     0    12     1    19
  7.8544638293227970E-02 a       284     0    12     1    20
  1.4782410735233936E-01 a       285     0    12     1    21
  2.2215622328391818E-02 a       286     0    12     1    22
 -1.0636661158792775E-01 a       287     0    12     1    23
  1.5199983345135927E-02 a       288     0    12     1    24
  3.4460643830642478E-02 a       289     0    13     1     1
  4.6996920137511465E-02 a       290     0    13     1     2
  1.3894836419498027E-01 a       291     0    13     1     3
 -7.1391622340407523E-02 a       292     0    13     1     4
 -6.9358194814989435E-02 a       293     0    13     1     5
 -1.0847685131171959E-01 a       294     0    13     1     6
 -1.6213585706642674E-02 a       295     0    13     1     7
  1.5663084319245884E-02 a       296     0    13     1     8
  2.6218982968754072E-02 a       297     0    13     1     9
  1.2339909158662364E-01 a       298     0    13     1    10
  1.9394039301241320E-01 a       299     0    13     1    11
 -7.6380651700783078E-02 a       300     0    13     1    12
 -1.1176596814932814E-01 a       301     0    13     1    13
  1.6627210973974788E-01 a       302     0    13     1    14
 -3.0429652203027280E-02 a       303     0    13     1    15
  1.5371967133362685E-01 a       304     0    13     1    16
  2.9590668170945278E-01 a       305     0    13     1    17
  1.3899564039164419E-01 a       306     0    13     1    18
  1.1206245588692415E-01 a       307     0    13     1    19
  4.3623628465646810E-03 a       308     0    13     1    20
 -1.1379021734534746E-01 a       309     0    13     1    21
  1.2339224607485913E-01 a       310     0    13     1    22
 -1.4142053426755602E-01 a       311     0    13     1    23
  9.9442676668317881E-02 a       312     0    13     1    24
  6.0382480339575613E-02 a       313     0    14     1     1
 -1.8808271262757928E-01 a       314     0    14     1     2
 -8.6672449768958465E-02 a       315     0    14     1     3
 -1.3096302915936661E-03 a       316     0    14     1     4
  2.5309563540468588E-01 a       317     0    14     1     5
 -1.0447202672610888E-01 a       318     0    14     1     6
 -1.0512878740435526E-01 a       319     0    14     1     7
  6.1626623866957990E-02 a       320     0    14     1     8
  3.0904053874143145E-01 a       321     0    14     1     9
  3.3154322748654187E-02 a       322     0    14     1    10
 -1.0824534071993604E-01 a       323     0    14     1    11
  1.5253072713406457E-01 a       324     0    14     1    12
 -3.2714629314729848E-02 a       325     0    14     1    13
  4.8730993602502853E-02 a       326     0    14     1    14
 -1.2008251599427824E-02 a       327     0    14     1    15
 -1.6872759830154277E-01 a       328     0    14     1    16
 -1.6571801215296572E-01 a       329     0    14     1    17
  1.3869681897698768E-01 a       330     0    14     1    18
 -1.6029520161214872E-01 a       331     0    14     1    19
  2.5234004987042220E-02 a       332     0    14     1    20
  2.0589691921269339E-02 a       333     0    14     1    21
 -1.5406439184275109E-01 a       334     0    14     1    22
 -2.5462362550712081E-01 a       335     0    14     1    23
 -1.0044388841138158E-01 a       336     0    14     1    24
  7.2159048428439287E-02 a       337     0    15     1     1
 -1.9337727828980428E-01 a       338     0    15     1     2
 -1.6127730121260694E-01 a       339     0    15     1     3
 -1.2607137229287224E-01 a       340     0    15     1     4
 -2.0745543956696774E-01 a       341     0    15     1     5
 -1.1904421950780976E-01 a       342     0    15     1     6
  1.4313580059158835E-02 a       343     0    15     1     7
 -1.4706466416297520E-01 a       344     0    15     1     8
  6.6094186339866537E-03 a       345     0    15     1     9
  6.6080151100935167E-02 a       346     0    15     1    10
  1.8897727388101596E-01 a       347     0    15     1    11
  1.8603606787123934E-02 a       348     0    15     1    12
  7.8499252102084471E-02 a       349     0    15     1    13
