3.51970e+00 1.12356e+00 3.03989e+00
6.90522e+00 9.30151e+00 1.59931e+01
4.04675e+00 8.77445e+00 2.24697e+01
6.37816e+00 1.65061e+00 9.51650e+00
1.65052e+00 6.37823e+00 1.94360e+01
8.77439e+00 4.04684e+00 6.48276e+00
1.12346e+00 3.51979e+00 2.59126e+01
9.30145e+00 6.90528e+00 1.29594e+01
5.16822e+00 9.56009e-01 4.23946e+00
5.25671e+00 9.46905e+00 1.71927e+01
4.21429e+00 1.04230e+01 2.36693e+01
6.21062e+00 2.09995e-03 1.07161e+01
2.01156e-03 6.21068e+00 1.82364e+01
1.04229e+01 4.21439e+00 5.28318e+00
9.55917e-01 5.16830e+00 2.47130e+01
9.46900e+00 5.25677e+00 1.17598e+01
1.67447e+00 9.77081e+00 3.01922e+00
8.75045e+00 6.54259e-01 1.59724e+01
5.90883e+00 6.92929e+00 2.24490e+01
4.51608e+00 3.49578e+00 9.49582e+00
3.49570e+00 4.51615e+00 1.94567e+01
6.92921e+00 5.90892e+00 6.50344e+00
9.77080e+00 1.67462e+00 2.59333e+01
6.54111e-01 8.75046e+00 1.29801e+01
1.89761e+00 8.09179e+00 4.16850e+00
8.52730e+00 2.33328e+00 1.71217e+01
7.58786e+00 7.15243e+00 2.35983e+01
2.83705e+00 3.27263e+00 1.06451e+01
3.27255e+00 2.83712e+00 1.83074e+01
7.15236e+00 7.58794e+00 5.35415e+00
8.09177e+00 1.89777e+00 2.47840e+01
2.33314e+00 8.52731e+00 1.18308e+01
1.00521e+01 1.00521e+01 2.74295e+01
3.72838e-01 3.72920e-01 1.44762e+01
5.62750e+00 4.79749e+00 2.09529e+01
4.79741e+00 5.62758e+00 7.99963e+00
8.60373e+00 8.60377e+00 2.74295e+01
1.82120e+00 1.82129e+00 1.44762e+01
7.07587e+00 3.34913e+00 2.09528e+01
3.34904e+00 7.07594e+00 7.99963e+00
3.24340e+00 3.24350e+00 1.52303e+00
7.18151e+00 7.18157e+00 1.44763e+01
1.92681e+00 8.49816e+00 2.09529e+01
8.49810e+00 1.92691e+00 7.99963e+00
4.68966e+00 4.68977e+00 1.52303e+00
5.73525e+00 5.73530e+00 1.44763e+01
4.80537e-01 9.94442e+00 2.09529e+01
9.94437e+00 4.80642e-01 7.99964e+00
3.51964e+00 1.16329e+01 3.03989e+00
6.90516e+00 1.98108e+01 1.59931e+01
4.04669e+00 1.92838e+01 2.24697e+01
6.37811e+00 1.21599e+01 9.51650e+00
1.65046e+00 1.68876e+01 1.94360e+01
8.77433e+00 1.45562e+01 6.48277e+00
1.12341e+00 1.40291e+01 2.59126e+01
9.30139e+00 1.74146e+01 1.29594e+01
5.16816e+00 1.14653e+01 4.23947e+00
5.25665e+00 1.99784e+01 1.71927e+01
4.21423e+00 2.09323e+01 2.36693e+01
6.21057e+00 1.05114e+01 1.07161e+01
1.95034e-03 1.67200e+01 1.82364e+01
1.04228e+01 1.47237e+01 5.28318e+00
9.55859e-01 1.56776e+01 2.47130e+01
9.46893e+00 1.57661e+01 1.17598e+01
1.67441e+00 2.02801e+01 3.01922e+00
8.75039e+00 1.11636e+01 1.59724e+01
5.90877e+00 1.74386e+01 2.24490e+01
4.51602e+00 1.40051e+01 9.49582e+00
3.49564e+00 1.50255e+01 1.94567e+01
6.92916e+00 1.64182e+01 6.50344e+00
