9.77075e+00 1.21839e+01 2.59333e+01
6.54051e-01 1.92598e+01 1.29801e+01
1.89756e+00 1.86011e+01 4.16850e+00
8.52724e+00 1.28426e+01 1.71217e+01
7.58780e+00 1.76618e+01 2.35983e+01
2.83700e+00 1.37820e+01 1.06451e+01
3.27249e+00 1.33465e+01 1.83074e+01
7.15230e+00 1.80973e+01 5.35415e+00
8.09172e+00 1.24071e+01 2.47840e+01
2.33308e+00 1.90366e+01 1.18308e+01
1.00520e+01 2.05615e+01 2.74295e+01
3.72771e-01 1.08823e+01 1.44763e+01
5.62744e+00 1.53068e+01 2.09529e+01
4.79735e+00 1.61369e+01 7.99963e+00
8.60367e+00 1.91131e+01 2.74295e+01
1.82113e+00 1.23306e+01 1.44763e+01
7.07582e+00 1.38585e+01 2.09528e+01
3.34899e+00 1.75853e+01 7.99963e+00
3.24335e+00 1.37528e+01 1.52303e+00
7.18145e+00 1.76909e+01 1.44763e+01
1.92675e+00 1.90075e+01 2.09529e+01
8.49804e+00 1.24362e+01 7.99964e+00
4.68961e+00 1.51991e+01 1.52303e+00
5.73519e+00 1.62446e+01 1.44763e+01
4.80475e-01 2.04537e+01 2.09529e+01
9.94432e+00 1.09900e+01 7.99964e+00
1.40291e+01 1.12356e+00 3.03989e+00
1.74146e+01 9.30150e+00 1.59931e+01
1.45562e+01 8.77445e+00 2.24697e+01
1.68876e+01 1.65061e+00 9.51650e+00
1.21599e+01 6.37823e+00 1.94360e+01
1.92838e+01 4.04684e+00 6.48277e+00
1.16329e+01 3.51979e+00 2.59126e+01
1.98109e+01 6.90528e+00 1.29594e+01
1.56776e+01 9.56009e-01 4.23946e+00
1.57661e+01 9.46904e+00 1.71927e+01
1.47237e+01 1.04230e+01 2.36693e+01
1.67200e+01 2.10134e-03 1.07161e+01
1.05114e+01 6.21068e+00 1.82364e+01
2.09323e+01 4.21439e+00 5.28318e+00
1.14653e+01 5.16830e+00 2.47130e+01
1.99784e+01 5.25677e+00 1.17598e+01
1.21839e+01 9.77081e+00 3.01922e+00
1.92599e+01 6.54259e-01 1.59724e+01
1.64182e+01 6.92929e+00 2.24490e+01
1.50255e+01 3.49578e+00 9.49582e+00
1.40051e+01 4.51615e+00 1.94567e+01
1.74386e+01 5.90892e+00 6.50344e+00
2.02802e+01 1.67462e+00 2.59333e+01
1.11635e+01 8.75045e+00 1.29801e+01
1.24070e+01 8.09179e+00 4.16851e+00
1.90367e+01 2.33328e+00 1.71217e+01
1.80973e+01 7.15243e+00 2.35983e+01
1.33465e+01 3.27263e+00 1.06451e+01
1.37820e+01 2.83713e+00 1.83074e+01
1.76618e+01 7.58794e+00 5.35415e+00
1.86012e+01 1.89777e+00 2.47840e+01
1.28426e+01 8.52731e+00 1.18308e+01
2.05615e+01 1.00521e+01 2.74295e+01
1.08822e+01 3.72924e-01 1.44762e+01
1.61369e+01 4.79749e+00 2.09528e+01
1.53068e+01 5.62758e+00 7.99963e+00
1.91131e+01 8.60377e+00 2.74295e+01
1.23306e+01 1.82129e+00 1.44762e+01
1.75853e+01 3.34913e+00 2.09528e+01
1.38585e+01 7.07594e+00 7.99962e+00
1.37528e+01 3.24350e+00 1.52303e+00
1.76909e+01 7.18157e+00 1.44763e+01
1.24362e+01 8.49816e+00 2.09529e+01
1.90075e+01 1.92691e+00 7.99963e+00
1.51991e+01 4.68977e+00 1.52303e+00
1.62447e+01 5.73530e+00 1.44762e+01
1.09900e+01 9.94442e+00 2.09529e+01
2.04538e+01 4.80646e-01 7.99964e+00
1.40291e+01 1.16329e+01 3.03989e+00
1.74146e+01 1.98108e+01 1.59931e+01
1.45561e+01 1.92838e+01 2.24697e+01
1.68875e+01 1.21599e+01 9.51650e+00
1.21599e+01 1.68876e+01 1.94360e+01
1.92837e+01 1.45562e+01 6.48276e+00
1.16328e+01 1.40291e+01 2.59126e+01
1.98108e+01 1.74146e+01 1.29594e+01
1.56776e+01 1.14653e+01 4.23946e+00
1.57661e+01 1.99784e+01 1.71927e+01
1.47236e+01 2.09323e+01 2.36693e+01
1.67200e+01 1.05114e+01 1.07161e+01
1.05114e+01 1.67200e+01 1.82364e+01
2.09323e+01 1.47237e+01 5.28318e+00
1.14653e+01 1.56776e+01 2.47130e+01
1.99783e+01 1.57661e+01 1.17598e+01
1.21838e+01 2.02801e+01 3.01922e+00
1.92598e+01 1.11636e+01 1.59724e+01
1.64182e+01 1.74386e+01 2.24490e+01
1.50254e+01 1.40051e+01 9.49582e+00
1.40051e+01 1.50255e+01 1.94567e+01
1.74386e+01 1.64182e+01 6.50344e+00
2.02802e+01 1.21840e+01 2.59333e+01
1.11635e+01 1.92598e+01 1.29801e+01
1.24070e+01 1.86011e+01 4.16850e+00
1.90366e+01 1.28426e+01 1.71217e+01
1.80972e+01 1.76618e+01 2.35983e+01
1.33464e+01 1.37820e+01 1.06451e+01
1.37819e+01 1.33465e+01 1.83074e+01
1.76617e+01 1.80973e+01 5.35415e+00
1.86011e+01 1.24071e+01 2.47840e+01
1.28425e+01 1.90366e+01 1.18308e+01
2.05614e+01 2.05615e+01 2.74295e+01
1.08822e+01 1.08823e+01 1.44763e+01
1.61369e+01 1.53068e+01 2.09529e+01
1.53068e+01 1.61369e+01 7.99963e+00
1.91131e+01 1.91131e+01 2.74295e+01
1.23306e+01 1.23306e+01 1.44763e+01
1.75852e+01 1.38585e+01 2.09528e+01
1.38584e+01 1.75853e+01 7.99963e+00
1.37528e+01 1.37528e+01 1.52303e+00
1.76909e+01 1.76909e+01 1.44763e+01
1.24362e+01 1.90075e+01 2.09529e+01
1.90075e+01 1.24362e+01 7.99963e+00
1.51990e+01 1.51991e+01 1.52303e+00
1.62446e+01 1.62446e+01 1.44763e+01
1.09899e+01 2.04538e+01 2.09529e+01
2.04537e+01 1.09900e+01 7.99964e+00
